year,sport,discipline,athlete,country_code,gender,event,medal,medal_value
1952,Gymnastics,Artistic G.,"DARUHAZI, Laszlone",HUN,Women,"team, portable apparatus",Bronze,1
1952,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",HUN,Women,"team, portable apparatus",Bronze,1
1952,Gymnastics,Artistic G.,"ZALAI, Laszlone",HUN,Women,team competition,Silver,2
1952,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Women,team competition,Silver,2
1952,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Women,team competition,Silver,2
1952,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,team competition,Silver,2
1952,Gymnastics,Artistic G.,"GULYAS, Karolyne",HUN,Women,"team, portable apparatus",Bronze,1
1952,Gymnastics,Artistic G.,"DARUHAZI, Laszlone",HUN,Women,team competition,Silver,2
1952,Gymnastics,Artistic G.,"GULYAS, Karolyne",HUN,Women,team competition,Silver,2
1952,Gymnastics,Artistic G.,"PERENYI, Karolyne",HUN,Women,team competition,Silver,2
1952,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,"team, portable apparatus",Bronze,1
1952,Gymnastics,Artistic G.,"LINDBERG, Karin",SWE,Women,"team, portable apparatus",Gold,3
1952,Gymnastics,Artistic G.,"SANDAHL, Ingrid",SWE,Women,"team, portable apparatus",Gold,3
1952,Gymnastics,Artistic G.,"PERENYI, Karolyne",HUN,Women,"team, portable apparatus",Bronze,1
1952,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Women,"team, portable apparatus",Bronze,1
1952,Gymnastics,Artistic G.,"ZALAI, Laszlone",HUN,Women,"team, portable apparatus",Bronze,1
1952,Gymnastics,Artistic G.,"BERGGREN, Evy",SWE,Women,"team, portable apparatus",Gold,3
1952,Gymnastics,Artistic G.,"BLOMBERG, Vanja",SWE,Women,"team, portable apparatus",Gold,3
1952,Gymnastics,Artistic G.,"COLLING-PETTERSSON, Ann-Sofi",SWE,Women,"team, portable apparatus",Gold,3
1952,Gymnastics,Artistic G.,"RÃRING, Gun",SWE,Women,"team, portable apparatus",Gold,3
1952,Gymnastics,Artistic G.,"NORDIN, HjÃ¶rdis",SWE,Women,"team, portable apparatus",Gold,3
1952,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",HUN,Women,team competition,Silver,2
1952,Gymnastics,Artistic G.,"PETTERSSON, GÃ¶ta",SWE,Women,"team, portable apparatus",Gold,3
1952,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Women,"team, portable apparatus",Bronze,1
1952,Gymnastics,Artistic G.,"URBANOVICH, Galina",URS,Women,team competition,Gold,3
1952,Gymnastics,Artistic G.,"FIVIAN, Ernst",SUI,Men,team competition,Silver,2
1952,Gymnastics,Artistic G.,"MINAICHEVA, Galina",URS,Women,team competition,Gold,3
1952,Gymnastics,Artistic G.,"PERELMAN, Mikhail",URS,Men,team competition,Gold,3
1952,Gymnastics,Artistic G.,"BOCHAROVA, Nina",URS,Women,"team, portable apparatus",Silver,2
1952,Gymnastics,Artistic G.,"SHAGINYAN, Grant",URS,Men,team competition,Gold,3
1952,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,team competition,Gold,3
1952,Gymnastics,Artistic G.,"EUGSTER, Hans",SUI,Men,team competition,Silver,2
1952,Gymnastics,Artistic G.,"GEBENDINGER, Ernst",SUI,Men,team competition,Silver,2
1952,Gymnastics,Artistic G.,"GÃNTHARD, Jakob (Jack)",SUI,Men,team competition,Silver,2
1952,Gymnastics,Artistic G.,"SCHWARZENTRUBER, Johannes (Hans)",SUI,Men,team competition,Silver,2
1952,Gymnastics,Artistic G.,"STALDER, Josef",SUI,Men,team competition,Silver,2
1952,Gymnastics,Artistic G.,"THALMANN, Melchior",SUI,Men,team competition,Silver,2
1952,Gymnastics,Artistic G.,"TSCHABOLD, Jean Louis",SUI,Men,team competition,Silver,2
1952,Gymnastics,Artistic G.,"SHAMRAI, Galina",URS,Women,team competition,Gold,3
1952,Gymnastics,Artistic G.,"BOBKOVA-MAREJKOVA, Hana",TCH,Women,team competition,Bronze,1
1952,Gymnastics,Artistic G.,"RABASOVA, Jana",TCH,Women,team competition,Bronze,1
1952,Gymnastics,Artistic G.,"REICHOVA, Alena",TCH,Women,team competition,Bronze,1
1952,Gymnastics,Artistic G.,"SINOVA-MATOUSKOVA, Matylda",TCH,Women,team competition,Bronze,1
1952,Gymnastics,Artistic G.,"SRNCOVA, Bozena",TCH,Women,team competition,Bronze,1
1952,Gymnastics,Artistic G.,"VANCUROVA-DRAZDIKOVA, Vera",TCH,Women,team competition,Bronze,1
1952,Gymnastics,Artistic G.,"VECHTOVA-BOSAKOVA, Eva",TCH,Women,team competition,Bronze,1
1952,Gymnastics,Artistic G.,"BOCHAROVA, Nina",URS,Women,team competition,Gold,3
1952,Gymnastics,Artistic G.,"DANILOVA, Pelageya",URS,Women,team competition,Gold,3
1952,Gymnastics,Artistic G.,"DZUGELI, Medeya",URS,Women,team competition,Gold,3
1952,Gymnastics,Artistic G.,"GOROKHOVSKAYA, Mariya",URS,Women,team competition,Gold,3
1952,Gymnastics,Artistic G.,"KALINCHUK, Ekaterina",URS,Women,team competition,Gold,3
1952,Gymnastics,Artistic G.,"CHADIMOVA, Alena",TCH,Women,team competition,Bronze,1
